Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"1636023","","Tuyet Mai Nguyen","4302 TRISTAN RIDGE LN ","KATY","TX","77449","HARRIS",832-946-7982,"Registered Child-Care Home","Registered",10/17/2016,12,"","1257426","","Y","Y","Y","Y"
"1535450","","Tuyet Nguyen","4227 ALIEF VILLAGE DR ","HOUSTON","TX","77072","HARRIS",713-518-7466,"Registered Child-Care Home","Registered",4/8/2014,12,"","1138871","","Y","Y","Y","Y"
"1571638","","Tuyet Nguyen","14914 ARABIAN CIR ","HOUSTON","TX","77084","HARRIS",281-971-7753,"Registered Child-Care Home","Registered",6/5/2015,12,"","1185182","","Y","Y","Y","Y"
"1512102","","Tuyet Thi Vo","11002 LANDSBURY CT ","HOUSTON","TX","77099","HARRIS",713-459-1832,"Registered Child-Care Home","Registered",4/19/2013,4,"","1108108","","N","N","Y","Y"
"1635545","","Tuyet Tran","7714 BALSAM CROSSING LN ","CYPRESS","TX","77433","HARRIS",609-287-4642,"Registered Child-Care Home","Registered",9/21/2016,12,"","1256854","","Y","Y","Y","Y"
"830528","","Tuyet-Hue Thi Lam","13335 ALBELIA MEADOWS DR ","HOUSTON","TX","77083","HARRIS",281-879-5586,"Registered Child-Care Home","Registered",7/30/2003,12,"","231458","","Y","Y","Y","Y"
"544233","","Tuyet-Nhung Thi Vo","13155 CLAREWOOD DR ","HOUSTON","TX","77072","HARRIS",,"Registered Child-Care Home","Registered",8/9/1999,5,"","161712","","N","N","N","Y"
"1519906","","Twinkle Wonders School of Learning","5442 RICHMOND AVE ","HOUSTON","TX","77056","HARRIS",713-877-1818,"Licensed Center - Child Care Program","Full Permit",1/24/2014,60,"twinklewondersschool@gmail.com","1117036","","Y","Y","Y","Y"
"1548535","","Tzu Chi Great Love Preschool And Kindergarten, Houston","6200 CORPORATE DR ","HOUSTON","TX","77036","HARRIS",713-395-0303,"Licensed Center - Child Care Program","Full Permit",3/17/2015,148,"","1157006","","N","Y","Y","Y"
"61954","","Unicorn Academy Child Care Center","965 S VICTORY DR ","HOUSTON","TX","77088","HARRIS",281-445-9245,"Licensed Center - Child Care Program","Full Permit",3/11/1986,74,"unicornacademy@sbcglobal.net","95450","","Y","Y","Y","Y"
"1569680","","Unique Chidcare III","6362 MLK BLVD STE E","HOUSTON","TX","77021","HARRIS",832-767-3761,"Licensed Center - Child Care Program","Full Permit",10/22/2015,62,"shondcare@yahoo.com","1183305","","Y","Y","Y","Y"
"1641143","","Unique Kidz Learning Center","5651 SHERATON OAKS DR ","HOUSTON","TX","77091","HARRIS",832-530-4431,"Licensed Center - Child Care Program","Initial",11/9/2016,75,"","1263186","","Y","Y","Y","Y"
"823760","","Unity Child Care","827 TURNEY DR ","HOUSTON","TX","77038","HARRIS",281-999-3271,"Licensed Center - Child Care Program","Full Permit",12/11/2002,49,"tunitycare@aol.com","218027","","Y","Y","Y","Y"
"889740","","Unity Child Development","7015 SILVER STAR DR ","HOUSTON","TX","77086","HARRIS",281-820-4448,"Licensed Center - Child Care Program","Full Permit",6/16/2008,117,"tunitycare@sbcglobal.net","345705","","Y","Y","Y","Y"
"162420","","Univ of TX Health Science Center","7900 CAMBRIDGE ST ","HOUSTON","TX","77054","HARRIS",713-500-8454,"Licensed Center - Child Care Program","Certified",2/25/1989,136,"","98045","","Y","Y","Y","Y"
"60660","","University Houston CCC","3859 WHEELER ST ","HOUSTON","TX","77004","HARRIS",832-842-0500,"Licensed Center - Child Care Program","Certified",5/26/1989,304,"ccenter@mail.uh.edu","95384","","Y","Y","Y","Y"
"539040","","University Preschool","16106 MIDDLEBROOK DR ","HOUSTON","TX","77059","HARRIS",281-488-8517,"Licensed Center - Child Care Program","Full Permit",3/16/1999,221,"mary.bartel@ubc.org","157577","","Y","Y","Y","Y"
"1535603","","University Preschool","12711 FRANCIS LN ","MISSOURI CITY","TX","77489","HARRIS",281-208-7124,"Licensed Child-Care Home","Full Permit",9/19/2014,12,"","1139086","","Y","Y","Y","Y"
"1579745","","UOS Goldberg Montessori School","4610 BELLAIRE BLVD ","BELLAIRE","TX","77401","HARRIS",713-723-3856,"Licensed Center - Child Care Program","Full Permit",2/2/2016,127,"","1193571","","N","Y","Y","Y"
"1559806","","Upendo P Ndanshau","12600 BROOKGLADE CIR APT 423","HOUSTON","TX","77099","HARRIS",832-921-9827,"Registered Child-Care Home","Registered",2/3/2015,9,"","1171842","","N","Y","Y","Y"
"831282","","Upward Bound Private School","1319 W MOUNT HOUSTON RD ","HOUSTON","TX","77038","HARRIS",281-847-2299,"Licensed Center - Child Care Program","Full Permit",12/11/2003,104,"ubslicensing@yahoo.com","232979","","Y","Y","Y","Y"
"1279766","","US Champions Martial Arts and Fitness","119 W PEARCE ST ","BAYTOWN","TX","77520","HARRIS",832-339-0954,"Licensed Center - School Age Program","Full Permit",8/3/2012,80,"","823009","","N","N","N","Y"
"1636123","","USA Karate","11101 RESOURCE PKWY ","HOUSTON","TX","77089","HARRIS",281-484-9006,"Licensed Center - School Age Program","Initial",11/14/2016,120,"","1257587","","N","N","N","Y"
"1516721","","Ut Thi Nguyen","9319 TRIOLA LN ","HOUSTON","TX","77036","HARRIS",713-271-1494,"Registered Child-Care Home","Registered",5/22/2013,8,"","1113345","","Y","Y","Y","Y"
"1563196","","Ut Tran","2035 MIDNIGHT LN ","HOUSTON","TX","77047","HARRIS",832-390-5647,"Registered Child-Care Home","Registered",4/7/2015,12,"","1176478","","N","Y","Y","Y"
"1508893","","Uy Thi Nguyen","8707 KIRKSAGE DR ","HOUSTON","TX","77089","HARRIS",713-575-5849,"Registered Child-Care Home","Registered",2/15/2013,8,"","1104329","","Y","Y","Y","Y"
"516403","","Uzo Agboli","13423 QUEENSLAND WAY ","HOUSTON","TX","77083","HARRIS",281-933-4296,"Registered Child-Care Home","Registered",8/16/1995,12,"","141835","","Y","Y","Y","Y"
"823073","","Van Hong Thi Cao","14107 TALLOW POINT CT ","HOUSTON","TX","77062","HARRIS",281-282-9006,"Registered Child-Care Home","Registered",1/23/2003,12,"","216782","","Y","Y","Y","Y"
"1633579","","Van Houston Academy","13618 BELLAIRE BLVD ","HOUSTON","TX","77083","HARRIS",281-879-7963,"Licensed Center - Before/After School Program","Initial",10/20/2016,120,"","1254743","","N","N","N","Y"
"1641003","","Van Mai","12511 COLEMANS WAY ","HOUSTON","TX","77089","HARRIS",832-971-6990,"Registered Child-Care Home","Registered",11/21/2016,12,"","1263006","","N","N","N","Y"
"1385826","","Van Ngoc Nguyen","9354 CORNER OAKS LN ","HOUSTON","TX","77036","HARRIS",713-270-4301,"Registered Child-Care Home","Registered",11/14/2011,12,"vanessaho@att.net","953248","","Y","Y","Y","Y"
"1043367","","Van Thi Phan","17811 TREEMONT LNDG ","HOUSTON","TX","77084","HARRIS",281-501-9404,"Registered Child-Care Home","Registered",11/6/2009,12,"","533791","","Y","Y","Y","Y"
"1109826","","Van Thi Phan","7203 TROGON LN ","HOUSTON","TX","77083","HARRIS",832-340-5287,"Registered Child-Care Home","Registered",3/18/2010,12,"","614889","","Y","Y","Y","Y"
"860003","","Van Thuy Thi Truong","10934 CAYMAN MIST DR ","HOUSTON","TX","77075","HARRIS",713-991-0792,"Registered Child-Care Home","Registered",5/17/2006,12,"","294271","","Y","Y","Y","Y"
"1576077","","Van Truong","13958 MAXIMOS DR ","HOUSTON","TX","77083","HARRIS",832-605-2019,"Registered Child-Care Home","Registered",7/2/2015,12,"","1189581","","Y","Y","Y","Y"
"889729","","Van Truong","6326 WELLNESS LANDING LN ","HOUSTON","TX","77072","HARRIS",281-988-8384,"Registered Child-Care Home","Registered",4/30/2008,11,"","345681","","Y","Y","Y","Y"
"524865","","Van Tuyet Khuong","2618 FLINTGATE CT ","HOUSTON","TX","77014","HARRIS",281-893-4933,"Registered Child-Care Home","Registered",9/25/1996,12,"","148215","","Y","Y","Y","Y"
"1147166","","Vanessa L Benton","9647 YEARLING CIR ","HOUSTON","TX","77065","HARRIS",713-851-5603,"Registered Child-Care Home","Registered",6/16/2010,12,"","662249","","Y","Y","Y","Y"
"549661","","Vanguard Academy","6925 TURTLEWOOD DR ","HOUSTON","TX","77072","HARRIS",281-530-9895,"Licensed Center - Child Care Program","Full Permit",4/10/2001,176,"","165789","","Y","Y","Y","Y"
"1636266","","Verdine  Smith","12810 LALEU LN ","HOUSTON","TX","77071","HARRIS",,"Registered Child-Care Home","Full Permit",10/5/2016,12,"","1257776","","Y","Y","Y","Y"
"506215","","Vernell Wright","13015 CRESCENT MANOR LN ","HOUSTON","TX","77072","HARRIS",281-530-0650,"Registered Child-Care Home","Registered",2/8/1994,12,"","134546","","Y","Y","Y","Y"
"400900","","Vernita Streeter","4730 BRINKLEY ST ","HOUSTON","TX","77033","HARRIS",713-738-2278,"Registered Child-Care Home","Registered",3/19/1990,12,"","116377","","Y","Y","Y","Y"
"1541263","","Veronica  Chico","9242 CARLIN BEND LN ","HOUSTON","TX","77095","HARRIS",281-855-2079,"Registered Child-Care Home","Registered",7/14/2014,12,"","1147467","","Y","Y","Y","Y"
"816561","","VERONICA M. MONARREZ","19210 CLEVERA WALK LN ","HOUSTON","TX","77084","HARRIS",832-503-0762,"Registered Child-Care Home","Registered",5/28/2002,12,"","204675","","Y","Y","Y","Y"
"1504194","","Veronique  Roberts","13922 AUTUMN RIDGE TRAIL DR ","HOUSTON","TX","77048","HARRIS",832-649-8741,"Registered Child-Care Home","Registered",12/14/2012,12,"","1098750","","Y","Y","Y","Y"
"822669","","Vi  Phan","8807 SHADY GREEN MDWS ","HOUSTON","TX","77083","HARRIS",281-561-5821,"Registered Child-Care Home","Registered",10/31/2002,12,"","216028","","Y","Y","Y","Y"
"527106","","Vicky Philips","23111 POSTWOOD OAKS DR ","SPRING","TX","77373","HARRIS",281-536-3311,"Registered Child-Care Home","Registered",7/15/1999,12,"vdphilips@hotmail.com","149879","","Y","Y","Y","Y"
"876084","","Vicky Phuong Lan Bui","10630 WOODLAND OAKS DR ","HOUSTON","TX","77040","HARRIS",832-790-8818,"Registered Child-Care Home","Registered",6/28/2007,12,"","320173","","N","N","Y","Y"
"887012","","Victoria Cobb","5302 TREASCHWIG RD # A","SPRING","TX","77373","HARRIS",832-656-2386,"Licensed Child-Care Home","Full Permit",8/15/2008,12,"relaxyourself@excite.com","340671","","Y","Y","Y","Y"
"1616397","","Victorious Taekwondo & Boxing","232 E CROSSTIMBERS ST STE 120","HOUSTON","TX","77022","HARRIS",713-459-4189,"Licensed Center - Before/After School Program","Full Permit",9/2/2016,20,"","1233020","","N","N","N","Y"
"209509","","Village Montessori School","2329 BISSONNET ST ","HOUSTON","TX","77005","HARRIS",713-520-1336,"Licensed Center - Child Care Program","Full Permit",2/21/1986,81,"tracimcminn@att.net","101233","","Y","Y","Y","Y"
"549924","","VILMA CORPE?O","12310 LIMA DR ","HOUSTON","TX","77099","HARRIS",832-243-6276,"Registered Child-Care Home","Registered",6/28/2000,12,"","166007","","Y","Y","Y","Y"
"879753","","Vilma V Bolivar","4922 DEEP GLEN LN ","KATY","TX","77449","HARRIS",281-463-9778,"Registered Child-Care Home","Registered",10/11/2007,12,"essexjc@att.net","325854","","Y","Y","Y","Y"
"137577","","Vinas Day Care","331 HAYMARKET LN ","HOUSTON","TX","77015","HARRIS",713-453-7319,"Licensed Child-Care Home","Full Permit",10/21/1986,12,"","96963","","Y","Y","Y","Y"
"813525","","VIRGINIA  GONZALEZ","6417 GRAPEVINE ST ","HOUSTON","TX","77085","HARRIS",281-704-4507,"Registered Child-Care Home","Registered",2/14/2002,12,"","198939","","Y","Y","Y","Y"
"1523251","","Virginia Williamson","24310 TRAVIS HOUSE LN ","KATY","TX","77493","HARRIS",713-459-0056,"Registered Child-Care Home","Registered",10/23/2013,12,"ginny45@comcast.net","1121924","","Y","Y","Y","Y"
"1626664","","Virginia's Noah Ark Childcare","2009 MERLE ST ","PASADENA","TX","77502","HARRIS",713-477-7360,"Licensed Child-Care Home","Full Permit",12/6/2016,12,"","1245548","","Y","Y","Y","Y"
"1502018","","Vonnie Rae Stewart","4115 RAIN WILLOW CT ","HOUSTON","TX","77053","HARRIS",832-991-8112,"Registered Child-Care Home","Registered",10/26/2012,10,"","1096320","","Y","Y","Y","Y"
"856501","","Vu Y Hoang","11615 SHARPVIEW DR ","HOUSTON","TX","77072","HARRIS",281-933-8725,"Registered Child-Care Home","Registered",1/24/2006,6,"","287648","","Y","Y","Y","Y"
"1449866","","Vui Lam","8328 LEAMONT DR ","HOUSTON","TX","77072","HARRIS",832-367-3777,"Registered Child-Care Home","Registered",6/20/2012,12,"","1030008","","N","Y","Y","Y"
"887654","","Vy  Nguyen","5918 BRANCH LAKE DR ","HOUSTON","TX","77066","HARRIS",713-820-8165,"Registered Child-Care Home","Registered",2/12/2008,12,"","341897","","Y","Y","Y","Y"
"1508558","","Wai Yeap Mui","7223 OSAGE ST ","HOUSTON","TX","77036","HARRIS",832-382-3994,"Registered Child-Care Home","Registered",3/22/2013,6,"","1103824","","Y","Y","Y","Y"
"1360493","","Walden Oaks Kids Academy LLC","1712 MASSEY TOMPKINS RD ","BAYTOWN","TX","77521","HARRIS",281-428-8575,"Licensed Center - Child Care Program","Full Permit",8/31/2011,110,"","923576","","Y","Y","Y","Y"
"1360491","","Walden Oaks Learning Center LLC","3100 W BAKER RD ","BAYTOWN","TX","77521","HARRIS",281-424-5811,"Licensed Center - Child Care Program","Full Permit",8/31/2011,120,"","923573","","Y","Y","Y","Y"
"156491","","Walkers Day Care","8432 LIVINGSTON ST ","HOUSTON","TX","77051","HARRIS",713-734-3583,"Licensed Center - Child Care Program","Full Permit",10/15/1986,52,"walkersdc81@yahoo.com","97753","","Y","Y","Y","Y"
"825446","","Waller ISD Childrens Center","20950 FIELDS STORE RD ","WALLER","TX","77484","HARRIS",936-372-3654,"Licensed Center - Child Care Program","Full Permit",2/19/2003,12,"tnickleb@wallerisd.net","221189","","Y","Y","Y","Y"
"1552501","","Walter's Road Head Start","11910 WALTERS RD ","HOUSTON","TX","77067","HARRIS",281-919-2931,"Licensed Center - Child Care Program","Full Permit",5/1/2015,136,"","1162062","","N","Y","Y","Y"
"1626763","","Wanda Gail Yates","6506 ZAPATA DR ","HOUSTON","TX","77083","HARRIS",832-755-4935,"Registered Child-Care Home","Registered",5/24/2016,12,"","1245687","","N","Y","Y","Y"
"553994","","Wanda Hall","13631 HARPERS BRIDGE DR ","HOUSTON","TX","77041","HARRIS",713-466-0111,"Registered Child-Care Home","Registered",11/14/2000,12,"wanda_hall@att.net","169240","","Y","Y","Y","Y"
"504571","","Wanda Lee Williams","6215 BELARBOR ST ","HOUSTON","TX","77087","HARRIS",713-644-7878,"Registered Child-Care Home","Registered",11/1/1993,12,"","133456","","Y","Y","Y","Y"
"810454","","Wandas Day Care","9012 THOMPSON RD ","HIGHLANDS","TX","77562","HARRIS",281-426-2765,"Licensed Child-Care Home","Full Permit",3/11/2002,12,"","191845","","Y","Y","Y","Y"
"1103166","","Watch Me Grow Learning Center","3844 S DAIRY ASHFORD RD ","HOUSTON","TX","77082","HARRIS",281-531-5437,"Licensed Center - Child Care Program","Full Permit",3/29/2010,68,"saffari.m@gmail.com","605728","","Y","Y","Y","Y"
"1361326","","We Are The Future Childcare","15202 BARTLETT LANDING DR ","CYPRESS","TX","77429","HARRIS",832-257-7898,"Licensed Child-Care Home","Full Permit",3/7/2012,12,"","924428","","Y","Y","Y","Y"
"1432446","","Weatherford Early Learning Center","2000 SAINT JAMES PL ","HOUSTON","TX","77056","HARRIS",713-993-0947,"Licensed Center - Child Care Program","Full Permit",11/5/2012,63,"weatherford@brighthorizons.com","1007908","","Y","Y","Y","N"
"1644588","","Wee Care Day Center","109 JASPER DR ","MARSHALL","TX","75672","HARRISON",903-935-5683,"Licensed Center - Child Care Program","Initial",2/7/2017,76,"","1267152","","Y","Y","Y","Y"
"830974","","Wee Care For Alief","9829 TOWN PARK DR ","HOUSTON","TX","77036","HARRIS",713-272-3274,"Licensed Center - Child Care Program","Full Permit",3/5/2004,85,"ruthie.griffin@aliefisd.net","232391","","Y","Y","Y","Y"
"840859","","Wee Care Too","6703 WINKLEMAN RD ","HOUSTON","TX","77083","HARRIS",281-988-3978,"Licensed Center - Child Care Program","Full Permit",2/14/2005,87,"gerica.washington@aliefisd.net","254237","","Y","Y","Y","N"
"552246","","Wee School-First Baptist Church","505 ROLLINGBROOK ST ","BAYTOWN","TX","77521","HARRIS",281-427-1741,"Licensed Center - Child Care Program","Full Permit",1/10/2001,270,"RDC200@aol.com","167846","","Y","Y","Y","Y"
"53272","","Wee Wuns Weekday Ministries","13403 CYPRESS NORTH HOUSTON R ","CYPRESS","TX","77429","HARRIS",281-469-2058,"Licensed Center - Child Care Program","Full Permit",9/1/1989,306,"hherring@cypress-umc.org","95050","","Y","Y","Y","Y"
"1530106","","Weekly YMCA Club Mid @ Pershing Middle School","3838 BLUE BONNET BLVD ","HOUSTON","TX","77025","HARRIS",713-664-9622,"Licensed Center - Before/After School Program","Full Permit",9/9/2014,120,"Brenda.ware@ymcahouston.org","1131194","","N","N","N","Y"
"1047347","","Wellspring Children's Academy","18518 GREEN LAND WAY ","HOUSTON","TX","77084","HARRIS",281-647-2800,"Licensed Center - Child Care Program","Full Permit",6/4/2010,182,"barker@phoenixchildrensacademy.com","538188","","Y","Y","Y","Y"
"240314","2729","Wendel D Ley YMCA","15055 WALLISVILLE RD ","HOUSTON","TX","77049","HARRIS",281-458-7777,"Licensed Center - Child Care Program","Full Permit",2/17/1989,138,"Daundreia.Thompson@ymcahouston.org","105782","","N","Y","Y","Y"
"1552288","","Wendy  Mazariego","6027 SANDY HOLLOW DR ","KATY","TX","77449","HARRIS",571-217-6499,"Registered Child-Care Home","Registered",12/9/2014,12,"","1161900","","Y","Y","Y","Y"
"1507736","","Wendy Kae Cadorette","5338 DEVON GREEN DR ","KATY","TX","77449","HARRIS",616-437-2754,"Registered Child-Care Home","Registered",2/14/2013,12,"","1102871","","Y","Y","Y","Y"
"902590","","Wesley Academy Preschool","10570 WESTPARK DR ","HOUSTON","TX","77042","HARRIS",713-266-3341,"Licensed Center - Child Care Program","Full Permit",2/6/2009,51,"mhagar@fmhouston.com","363829","","Y","Y","Y","N"
"846297","","Wesley Community Center Day School","1410 LEE ST ","HOUSTON","TX","77009","HARRIS",713-223-8131,"Licensed Center - Child Care Program","Full Permit",2/8/2005,196,"","265878","","Y","Y","Y","Y"
"55127","","West End Day Care Center","170 HEIGHTS BLVD ","HOUSTON","TX","77007","HARRIS",713-868-1555,"Licensed Center - Child Care Program","Full Permit",6/16/1987,75,"minnie@cccghi.com","95135","","Y","Y","Y","Y"
"863256","2729","West Memorial Elementary YMCA  ASP","22605 PROVINCIAL BLVD ","KATY","TX","77450","HARRIS",281-392-5055,"Licensed Center - School Age Program","Full Permit",2/6/2007,40,"","300317","","N","N","N","Y"
"241174","684","West Montessori School Of Copperfield","15810 LONGENBAUGH DR ","HOUSTON","TX","77095","HARRIS",281-463-8886,"Licensed Center - Child Care Program","Full Permit",1/30/1989,96,"lpatxm12@montessori.com","106015","","N","Y","Y","Y"
"833023","","West Orem Missionary Early Childhood Center","3711A W OREM DR ","HOUSTON","TX","77045","HARRIS",713-433-9300,"Licensed Center - Child Care Program","Full Permit",2/18/2004,60,"Cb3711evangelist@yahoo.com","236611","","N","Y","Y","Y"
"537434","","West Park Learning Center","3969 S GESSNER RD ","HOUSTON","TX","77063","HARRIS",713-975-7111,"Licensed Center - Child Care Program","Full Permit",9/27/1999,98,"wosglc@gmail.com","156329","","Y","Y","Y","Y"
"63895","","West University United Methodist School","3611 UNIVERSITY BLVD ","HOUSTON","TX","77005","HARRIS",713-666-8111,"Licensed Center - Child Care Program","Full Permit",7/7/1987,225,"cara@westumethodistschool.org","95548","","Y","Y","Y","Y"
"246475","","Westbury Baptist Church Day School","10425 HILLCROFT ST ","HOUSTON","TX","77096","HARRIS",713-723-2607,"Licensed Center - Child Care Program","Full Permit",5/22/1990,238,"genevamelo@wbchouston.org","107581","","Y","Y","Y","Y"
"418080","","Westbury Methodist Day School","5200 WILLOWBEND BLVD ","HOUSTON","TX","77096","HARRIS",713-723-0191,"Licensed Center - Child Care Program","Full Permit",10/19/1992,135,"maryann@westburyumc.org","128364","","N","Y","Y","Y"
"546102","","Westchase Academy","10085 WESTPARK DR STE D","HOUSTON","TX","77042","HARRIS",713-783-2520,"Licensed Center - Child Care Program","Full Permit",5/22/2000,129,"","163137","","Y","Y","Y","Y"
"1620753","","Westfield Christian Academy","717B DUNSON GLEN DR ","HOUSTON","TX","77090","HARRIS",832-446-3413,"Licensed Center - Child Care Program","Full Permit",9/13/2016,29,"","1238647","","N","Y","Y","Y"
